pkey,created_on,last_updated_on,version,batting_hand,style_batting,date_of_birth,place_of_birth,bowling_hand,style_bowling,bowling_type,country,fielding_pos,first_name,url_img,last_name,middle_name,playing_role,short_name,src_id,url_thumb
2150,"2021-02-15 00:48:49",NULL,0,RIGHT,"Right Hand Bat",1986-05-07,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Dasari Swaroop Kumar",,,,,"D Swaroop Kumar",60053,
2151,"2021-02-15 00:48:50",NULL,0,LEFT,"Left hand Bat",1993-10-15,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Kannan Vignesh",,,,,"Kannan Vignesh",60074,
2152,"2021-02-15 00:48:50",NULL,0,RIGHT,"Right Hand Bat",1994-07-08,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Baba Aparajith",,,,,"Baba Aparajith",49690,
2153,"2021-02-15 00:48:50",NULL,0,RIGHT,"Right Hand Bat",1992-05-03,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,in,NULL,"Ramalingam Rohit",,,,,"R Rohit",90013,
2154,"2021-02-15 00:48:50",NULL,0,RIGHT,"Right Hand Bat",1998-06-02,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,in,NULL,"M. Harisankar Reddy",,,,,"M. Harisankar Reddy",93560,
2155,"2021-02-15 00:48:51",NULL,0,RIGHT,"Right Hand Bat",1991-12-03,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,in,NULL,"M Mohammed",,,,,"M Mohammed",54044,
2156,"2021-02-15 00:48:51",NULL,0,RIGHT,"Right Hand Bat",1985-10-20,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Rahil Shah",,,,,"RS Shah",54103,
2157,"2021-02-15 00:48:51",NULL,0,LEFT,"Left Hand Bat",1993-12-03,,LEFT,"Left Arm Medium Fast",MEDIUM_FAST,in,NULL,"Stephen Cheepurupalli",,,,,"Stephen Cheepurupalli",53872,
2158,"2021-02-15 00:48:51",NULL,0,RIGHT,"Right Hand Bat",1987-09-05,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Dwaraka Ravi Teja",,,,,"DB Ravi Teja",53877,
2159,"2021-02-15 00:48:52",NULL,0,RIGHT,"Right Hand Bat",1993-10-03,,NULL,,NULL,in,NULL,"K.S Bharat",,,,,"K.S Bharat",53855,
2160,"2021-02-15 00:48:52",NULL,0,RIGHT,"Right Hand Bat",1995-07-17,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"KV Sasikanth",,,,,"KV Sasikanth",55713,
2161,"2021-02-15 00:48:52",NULL,0,LEFT,"Left hand Bat",1990-05-13,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Bhargav Bhatt",,,,,"BA Bhatt",54448,
2162,"2021-02-15 00:48:52",NULL,0,RIGHT,"Right Hand Bat",0002-11-30,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,in,NULL,"V Athisayaraj Davidson",,,,,"V Athisayaraj Davidson",89984,
2163,"2021-02-15 00:48:53",NULL,0,RIGHT,"Right Hand Bat",1991-12-13,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Prasanth Kumar",,,,,"DB Prasanth",53857,
2164,"2021-02-15 00:48:53",NULL,0,LEFT,"Left hand Bat",1990-01-06,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Abhinav Mukund",,,,,"Abhinav Mukund",49680,
2165,"2021-02-15 00:48:54",NULL,0,RIGHT,"Right Hand Bat",1994-09-09,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Krishnamoorthy Vignesh",,,,,"Krishnamoorthy Vignesh",90926,
2166,"2021-02-15 00:48:55",NULL,0,RIGHT,"Right Hand Bat",1989-10-20,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Umang Sharma",,,,,"UA Sharma",54071,
2167,"2021-02-15 00:48:55",NULL,0,RIGHT,"Right Hand Bat",1987-11-08,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Sarul Kanwar",,,,,"S Kanwar",83704,
2168,"2021-02-15 00:48:56",NULL,0,RIGHT,"Right Hand Bat",1988-07-22,,NULL,,NULL,in,NULL,"Eklavya Dwivedi",,,,,"ER Dwivedi",54074,
2169,"2021-02-15 00:48:56",NULL,0,RIGHT,"Right Hand Bat",1986-10-02,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Praveen Kumar",,,,,"Praveen Kumar",691,
2170,"2021-02-15 00:48:57",NULL,0,LEFT,"Left hand Bat",1993-05-01,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Saurabh Kumar",,,,,"Saurabh Kumar",53840,
2171,"2021-02-15 00:48:57",NULL,0,RIGHT,"Right Hand Bat",1997-08-04,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Shivam Chaudhary",,,,,"S Chaudhary",54599,
2172,"2021-02-15 00:48:57",NULL,0,RIGHT,"Right Hand Bat",1991-09-11,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Samarth Singh",,,,,"Samarth Singh",90398,
2173,"2021-02-15 00:48:57",NULL,0,RIGHT,"Right Hand Bat",1997-11-06,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Abhishek Goswami",,,,,"Abhishek Goswami",93381,
2174,"2021-02-15 00:48:58",NULL,0,RIGHT,"Right Hand Bat",1991-11-11,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Amit Mishra",,,,,"Amit Mishra",90506,
2175,"2021-02-15 00:49:00",NULL,0,RIGHT,"Right Hand Bat",1990-11-04,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,in,NULL,"Baltej Dhanda",,,,,"Baltej Dhanda",54096,
2176,"2021-02-15 00:49:00",NULL,0,RIGHT,"Right Hand Bat",1990-09-29,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,in,NULL,"Subodh Bhati",,,,,"Subodh Bhati",90459,
2177,"2021-02-15 00:49:00",NULL,0,RIGHT,"Right Hand Bat",1996-02-01,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Tejas Baroka",,,,,"Tejas Baroka",90835,
2178,"2021-02-15 00:49:00",NULL,0,LEFT,"Left hand Bat",1993-09-04,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Vinay Choudhary",,,,,"VI Choudhary",54519,
2179,"2021-02-15 00:49:01",NULL,0,RIGHT,"Right Hand Bat",1990-09-30,,NULL,,NULL,in,NULL,"Abhishek Gupta",,,,,"Abhishek Gupta",93346,
2180,"2021-02-15 00:49:01",NULL,0,RIGHT,"Right Hand Bat",1996-07-04,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Gaurav Kumar",,,,,"Gaurav Kumar",93565,
2181,"2021-02-15 00:49:01",NULL,0,RIGHT,"Right Hand Bat",1996-09-25,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Sarthak Ranjan",,,,,"S Ranjan",90692,
2182,"2021-02-15 00:49:02",NULL,0,RIGHT,"Right Hand Bat",1996-10-12,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Sanvir Singh",,,,,"Sanvir Singh",93567,
2183,"2021-02-15 00:49:06",NULL,0,RIGHT,"Right Hand Bat",1994-12-25,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Ashish Singh",,,,,"Ashish Singh",90461,
2184,"2021-02-15 00:49:07",NULL,0,LEFT,"Left hand Bat",1992-09-28,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Karan Thakur",,,,,"K Thakur",90441,
2185,"2021-02-15 00:49:07",NULL,0,RIGHT,"Right Hand Bat",1990-11-28,,NULL,,NULL,in,NULL,"Akash Verma",,,,,"Akash Verma",54395,
2186,"2021-02-15 00:49:07",NULL,0,RIGHT,"Right Hand Bat",1986-10-19,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Arindam Ghosh",,,,,"AN Ghosh",53541,
2187,"2021-02-15 00:49:08",NULL,0,LEFT,"Left hand Bat",1985-09-01,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Ashish Yadav",,,,,"Ashish Yadav",54410,
2188,"2021-02-15 00:49:08",NULL,0,RIGHT,"Right Hand Bat",1995-01-20,,NULL,,NULL,in,NULL,"Ashish Sehrawat",,,,,"A Sehrawat",90514,
2189,"2021-02-15 00:49:08",NULL,0,RIGHT,"Right Hand Bat",1985-10-25,,NULL,,NULL,in,NULL,"Mahesh Rawat",,,,,"M Rawat",53529,
2190,"2021-02-15 00:49:08",NULL,0,RIGHT,"Right Hand Bat",1988-09-10,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Gajendra Singh",,,,,"G Singh",60071,
2191,"2021-02-15 00:49:09",NULL,0,RIGHT,"Right Hand Bat",1993-10-15,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Satender Thakran",,,,,"SB Thakran",90770,
2192,"2021-02-15 00:49:09",NULL,0,LEFT,"Left hand Bat",1991-09-08,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Saurabh Wakaskar",,,,,"SP Wakaskar",53929,
2193,"2021-02-15 00:49:09",NULL,0,RIGHT,"Right Hand Bat",1996-11-12,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Karan Sharma",,,,,"Karan Sharma",93569,
2194,"2021-02-15 00:49:09",NULL,0,RIGHT,"Right Hand Bat",1994-12-20,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Abhishek Sharma",,,,,"Abhishek Sharma",93568,
2195,"2021-02-15 00:49:09",NULL,0,RIGHT,"Right Hand Bat",1988-08-10,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Amit Mishra",,,,,"ACP Mishra",90511,
2196,"2021-02-15 00:49:10",NULL,0,RIGHT,"Right Hand Bat",1986-12-20,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Chanderpal Saini",,,,,"C Saini",55199,
2197,"2021-02-15 00:49:14",NULL,0,RIGHT,"Right Hand Bat",1990-02-11,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,in,NULL,"Duvvarapu Siva Kumar",,,,,"D Siva Kumar",53866,
2198,"2021-02-15 00:49:17",NULL,0,RIGHT,"Right Hand Bat",1994-09-04,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Pratyush Singh",,,,,"Pratyush Singh",55762,
2199,"2021-02-15 00:49:17",NULL,0,RIGHT,"Right Hand Bat",1996-10-10,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Kaushal Singh",,,,,"Kaushal Singh",54111,
2200,"2021-02-15 00:49:17",NULL,0,LEFT,"Left hand Bat",1991-12-21,,LEFT,"Left Arm Medium",MEDIUM,in,NULL,"Jaskaran Singh",,,,,"Jaskaran Singh",54478,
2201,"2021-02-15 00:49:18",NULL,0,RIGHT,"Right Hand Bat",1992-10-24,,NULL,,NULL,in,NULL,"Kumar Deobrat",,,,,"K Deobrat",54324,
2202,"2021-02-15 00:49:22",NULL,0,LEFT,"Left hand Bat",1993-09-01,,NULL,,NULL,in,NULL,"Rishabh Tiwari",,,,,"Rishabh Tiwari",90369,
2203,"2021-02-15 00:49:22",NULL,0,RIGHT,"Right Hand Bat",1982-05-21,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Rohit Dhruw",,,,,"RK Dhruw",90777,
2204,"2021-02-15 00:49:22",NULL,0,LEFT,"Left hand Bat",1988-10-05,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Hitesh Kadam",,,,,"HG Kadam",90768,
2205,"2021-02-15 00:49:35",NULL,0,RIGHT,"Right Hand Bat",1989-03-01,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Ian Chauhan",,,,,"I Chauhan",93627,
2206,"2021-02-15 00:49:38",NULL,0,RIGHT,"Right Hand Bat",1990-12-05,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Arabind Singh",,,,,"AA Singh",54431,
2207,"2021-02-15 00:49:38",NULL,0,RIGHT,"Right Hand Bat",1989-09-09,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Govinda Poddar",,,,,"Govinda Poddar",53515,
2208,"2021-02-15 00:49:39",NULL,0,RIGHT,"Right Hand Bat",1988-12-14,,NULL,,NULL,in,NULL,"Biplab Samantray",,,,,"BB Samantray",53901,
2209,"2021-02-15 00:49:40",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Rohit K Dhruv",,,,,"RK Dhruv",93628,
2210,"2021-02-15 00:49:50",NULL,0,RIGHT,"Right Hand Bat",1998-12-26,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Salman Khan",,,,,"Salman Khan",90480,
2211,"2021-02-15 00:49:52",NULL,0,RIGHT,"Right Hand Bat",0002-11-30,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Prashant Kumar",,,,,"Prashant Kumar",93629,
2212,"2021-02-15 00:49:55",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Abhay Negi",,,,,"A Negi",94056,
2213,"2021-02-15 00:50:08",NULL,0,RIGHT,"Right Hand Bat",1994-10-17,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Nazim Siddiqui",,,,,"Nazim Siddiqui",93335,
2214,"2021-02-15 00:50:14",NULL,0,LEFT,"Left hand Bat",1993-12-31,,NULL,,NULL,in,NULL,"Akash Yadav",,,,,"Akash Yadav",90767,
2215,"2021-02-15 00:50:16",NULL,0,RIGHT,"Right Hand Bat",1986-10-16,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Vikas Tokas",,,,,"V Tokas",54511,
2216,"2021-02-15 00:50:16",NULL,0,RIGHT,"Right Hand Bat",1989-09-20,,NULL,,NULL,in,NULL,"Anshul Gupta",,,,,"AH Gupta",54462,
2217,"2021-02-15 00:50:20",NULL,0,RIGHT,"Right Hand Bat",1988-09-27,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Sunny Gupta",,,,,"Sunny Gupta",54112,
2218,"2021-02-15 00:50:20",NULL,0,LEFT,"Left hand Bat",0002-11-30,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Atul Singh Surwar",,,,,"AA Surwar",93641,
2219,"2021-02-15 00:50:20",NULL,0,RIGHT,"Right Hand Bat",1994-10-16,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Shasheem Rathour",,,,,"SS Rathour",59618,
2220,"2021-02-15 00:50:21",NULL,0,LEFT,"Left hand Bat",1994-06-28,,LEFT,"Left Arm Medium",MEDIUM,in,NULL,"Vikash Singh",,,,,"Vikash Singh",55739,
2221,"2021-02-15 00:50:23",NULL,0,LEFT,"Left hand Bat",1994-10-31,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Akhil Herwadkar",,,,,"AA Herwadkar",48340,
2222,"2021-02-15 00:50:24",NULL,0,LEFT,"Left hand Bat",1991-10-20,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Sagar Trivedi",,,,,"SV Trivedi",787,
2223,"2021-02-15 00:50:25",NULL,0,LEFT,"Left hand Bat",1993-04-25,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Ganga Sridhar Raju",,,,,"V Ganga Sridhar Raju",83941,
2224,"2021-02-15 00:50:31",NULL,0,LEFT,"Left hand Bat",1993-09-06,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Abhishek Raman",,,,,"A Raman",90520,
2225,"2021-02-15 00:50:32",NULL,0,RIGHT,"Right Hand Bat",1996-10-08,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Upendra Yadav",,,,,"UD Yadav",90515,
2226,"2021-02-15 00:50:32",NULL,0,RIGHT,"Right Hand Bat",1998-10-08,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Pradipta Pramanik",,,,,"PJ Pramanik",48483,
2227,"2021-02-15 00:50:32",NULL,0,RIGHT,"Right Hand Bat",1990-08-02,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Mohd Israr",,,,,"Mohd Israr",90397,
2228,"2021-02-15 00:50:32",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Shanu Saini",,,,,"S Saini",93647,
2229,"2021-02-15 00:50:35",NULL,0,LEFT,"Left hand Bat",1983-09-03,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Shatrunjay Gaekwad",,,,,"SA Gaekwad",60076,
2230,"2021-02-15 00:50:35",NULL,0,LEFT,"Left hand Bat",1990-10-12,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Varun Sood",,,,,"Varun Sood",53985,
2231,"2021-02-15 00:50:36",NULL,0,RIGHT,"Right Hand Bat",1993-03-26,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Unmukt Chand",,,,,"UBT Chand",702,
2232,"2021-02-15 00:50:46",NULL,0,LEFT,"Left hand Bat",1993-01-30,,LEFT,"Left Arm Medium",MEDIUM,in,NULL,"Royston Dias",,,,,"RH Dias",90557,
2233,"2021-02-15 00:50:46",NULL,0,LEFT,"Left hand Bat",1996-06-03,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Dhrumil Matkar",,,,,"DU Matkar",93648,
2234,"2021-02-15 00:50:47",NULL,0,RIGHT,"Right Hand Bat",1977-09-19,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Aakash Chopra",,,,,"A Chopra",56701,
2235,"2021-02-15 00:51:03",NULL,0,RIGHT,"Right Hand Bat",1992-09-19,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"V Koushik",,,,,"V Koushik",90186,
2236,"2021-02-15 00:51:04",NULL,0,LEFT,"Left hand Bat",0002-11-30,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Manoj Bhandage",,,,,"M Bhandage",90262,
2237,"2021-02-15 00:51:04",NULL,0,LEFT,"Left Hand Bat",1994-07-05,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Rohan Kadam",,,,,"Rohan Kadam",56338,
2238,"2021-02-15 00:51:04",NULL,0,RIGHT,"Right Hand Bat",1992-11-22,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Krishnamurthy Siddharth",,,,,"KV Siddharth",56432,
2239,"2021-02-15 00:51:05",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Luvnith Sisodia",,,,,"L Sisodia",93921,
2240,"2021-02-15 00:51:05",NULL,0,RIGHT,"Right Hand Bat",0002-11-30,,NULL,,NULL,in,NULL,"Hrishikesh Tamuli",,,,,"HG Tamuli",94711,
2241,"2021-02-15 00:51:05",NULL,0,RIGHT,"Right Hand Bat",1999-01-11,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Mukhtar Hussain",,,,,"Mukhtar Hussain",93682,
2242,"2021-02-15 00:51:05",NULL,0,RIGHT,"Right Hand Bat",1992-12-11,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Deepak Gohain",,,,,"DP Gohain",71193,
2243,"2021-02-15 00:51:06",NULL,0,RIGHT,"Right Hand Bat",2000-10-10,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Jitumoni Kalita",,,,,"JN Kalita",90707,
2244,"2021-02-15 00:51:08",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Imliwati Lemtur",,,,,"I Lemtur",93972,
2245,"2021-02-15 00:51:08",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Toni Chishi",,,,,"T Chishi",93971,
2246,"2021-02-15 00:51:08",NULL,0,RIGHT,"Right Hand Bat",1990-08-18,,NULL,,NULL,in,NULL,"Rohit Jhanjhariya",,,,,"R Jhanjhariya",94725,
2247,"2021-02-15 00:51:09",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Tahmeed Rahman",,,,,"Tahmeed Rahman",93977,
2248,"2021-02-15 00:51:09",NULL,0,RIGHT,"Right Hand Bat",1996-12-21,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Rahul Sharma",,,,,"Rahul Sharma",94724,
2249,"2021-02-15 00:51:09",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Paras Sehrawat",,,,,"P Sehrawat",93976,
2250,"2021-02-15 00:51:09",NULL,0,LEFT,"Left hand Bat",1997-08-15,,NULL,,NULL,in,NULL,"Suryansh Raina",,,,,"S Raina",93679,
2251,"2021-02-15 00:51:10",NULL,0,RIGHT,"Right Hand Bat",0002-11-30,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,in,NULL,"Sharur Dar",,,,,"Sharur Dar",94723,
2252,"2021-02-15 00:51:10",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Sedezhalie Rupero",,,,,"S Rupero",93975,
2253,"2021-02-15 00:51:10",NULL,0,LEFT,"Left Hand Bat",2002-06-07,,LEFT,"Left Arm Fast Medium",FAST_MEDIUM,in,NULL,"Mujtaba Yousuf",,,,,"Mujtaba Yousuf",94722,
2254,"2021-02-15 00:51:11",NULL,0,RIGHT,"Right Hand Bat",1989-10-15,,LEFT,"Left Arm Medium",MEDIUM,in,NULL,"Pawan Suyal",,,,,"P Suyal",672,
2255,"2021-02-15 00:51:11",NULL,0,RIGHT,"Right Hand Bat",1989-02-01,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Adil Reshi",,,,,"Adil Reshi",53800,
2256,"2021-02-15 00:51:11",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Rachit Bhatia",,,,,"Rachit Bhatia",94273,
2257,"2021-02-15 00:51:11",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Inakato Zhimomi",,,,,"I Zhimomi",93980,
2258,"2021-02-15 00:51:12",NULL,0,RIGHT,"Right Hand Bat",1986-10-04,,NULL,,NULL,in,NULL,"Rongsen Jonathan",,,,,"R Jonathan",55198,
2259,"2021-02-15 00:51:12",NULL,0,LEFT,"Left hand Bat",1989-09-29,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Abrar Kazi",,,,,"AA Kazi",54543,
2260,"2021-02-15 00:51:12",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Mughavi Wotsa",,,,,"M Wotsa",93979,
2261,"2021-02-15 00:51:12",NULL,0,RIGHT,"Right Hand Bat",1987-12-19,,NULL,,NULL,in,NULL,"KB Pawan",,,,,"KB Pawan",53952,
2262,"2021-02-15 00:51:13",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Nitesh Lochab",,,,,"N Lochab",48692,
2263,"2021-02-15 00:51:15",NULL,0,RIGHT,"Right Hand Bat",1994-10-10,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Yash Nahar",,,,,"YJ Nahar",94747,
2264,"2021-02-15 00:51:16",NULL,0,LEFT,"Left hand Bat",1999-09-27,"Lokhimpur, Assam",LEFT,"Left Arm Medium",MEDIUM,in,NULL,"Mohit Jangra",,,,,"M Jangra",94185,
2265,"2021-02-15 00:51:16",NULL,0,RIGHT,"Right Hand Bat",2001-11-11,,NULL,,NULL,in,NULL,"Aryan Juyal",,,,,"Aryan Juyal",93496,
2266,"2021-02-15 00:51:16",NULL,0,RIGHT,"Right Hand Bat",1995-12-20,"Ghaziabad, Uttar Pradesh",RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Nalin Mishra",,,,,"NR Mishra",94710,
2267,"2021-02-15 00:51:16",NULL,0,LEFT,"Left hand Bat",1997-12-13,,LEFT,"Left Arm Medium Fast",MEDIUM_FAST,in,NULL,"Yash Dayal",,,,,"Yash Dayal",94016,
2268,"2021-02-15 00:51:17",NULL,0,RIGHT,"Right Hand Bat",0002-11-30,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Ankit Chaudhary",,,,,"Ankit Chaudhary",94751,
2269,"2021-02-15 00:51:17",NULL,0,RIGHT,"Right Hand Bat",1992-11-25,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Vishal Gite",,,,,"VV Gite",93348,
2270,"2021-02-15 00:51:17",NULL,0,RIGHT,"Right Hand Bat",1993-04-03,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Hitesh Walunj",,,,,"H Walunj",94579,
2271,"2021-02-15 00:51:17",NULL,0,RIGHT,"Right Hand Bat",1999-10-16,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Shiva Singh",,,,,"Shiva Singh",93501,
2272,"2021-02-15 00:51:18",NULL,0,RIGHT,"Right Hand Bat",1995-10-15,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Shubham Chaubey",,,,,"S Chaubey",93280,
2273,"2021-02-15 00:51:18",NULL,0,LEFT,"Left Hand Bat",1993-10-14,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Azim Kazi",,,,,"Azim Kazi",94750,
2274,"2021-02-15 00:51:18",NULL,0,LEFT,"Left hand Bat",1990-12-13,,NULL,,NULL,in,NULL,"Rohit Motwani",,,,,"RH Motwani",53891,
2275,"2021-02-15 00:51:18",NULL,0,RIGHT,"Right Hand Bat",0002-11-30,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,in,NULL,"Bobby Yadav",,,,,"Bobby Yadav",94749,
2276,"2021-02-15 00:51:19",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Manoj Ingale",,,,,"MD Ingale",94748,
2277,"2021-02-15 00:51:20",NULL,0,RIGHT,"Right Hand Bat",1992-12-13,,NULL,,NULL,in,NULL,"Lavin Coster",,,,,"LK Coster",94260,
2278,"2021-02-15 00:51:21",NULL,0,RIGHT,"Right Hand Bat",1997-01-05,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Shubham Singh",,,,,"Shubham Singh",93331,
2279,"2021-02-15 00:51:21",NULL,0,RIGHT,"Right Hand Bat",1987-11-25,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Bhima Rao",,,,,"P Bhima Rao",84762,
2280,"2021-02-15 00:51:21",NULL,0,RIGHT,"Right Hand Bat",1998-10-25,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Subham Nayak",,,,,"SB Nayak",48485,
2281,"2021-02-15 00:51:21",NULL,0,RIGHT,"Right Hand Bat",1994-02-21,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,in,NULL,"Aishwarya Mourya",,,,,"A Mourya",94097,
2282,"2021-02-15 00:51:22",NULL,0,RIGHT,"Right Hand Bat",0002-11-30,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,in,NULL,"Rajesh Mohanty",,,,,"Rajesh Mohanty",94096,
2283,"2021-02-15 00:51:22",NULL,0,LEFT,"Left hand Bat",0002-11-30,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Papu Roy",,,,,"Papu Roy",94095,
2284,"2021-02-15 00:51:22",NULL,0,RIGHT,"Right Hand Bat",2000-07-27,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Swastik Samal",,,,,"SPP Samal",94729,
2285,"2021-02-15 00:51:23",NULL,0,RIGHT,"Right Hand Bat",1995-05-23,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Sarbeswar Mohanty",,,,,"DKS Mohanty",94728,
2286,"2021-02-15 00:51:23",NULL,0,RIGHT,"Right Hand Bat",0002-11-30,,NULL,,NULL,in,NULL,"Atul Pal",,,,,"AO Pal",94727,
